year,species_id,sex,hindfoot_length,weight,genus,species,taxa
1996,PM,M,20,18,Peromyscus,maniculatus,Rodent
1996,PM,M,21,20,Peromyscus,maniculatus,Rodent
1997,PM,M,21,18,Peromyscus,maniculatus,Rodent
1997,PM,M,20,17,Peromyscus,maniculatus,Rodent
1997,PM,M,20,20,Peromyscus,maniculatus,Rodent
1998,PM,F,20,19,Peromyscus,maniculatus,Rodent
1999,PM,M,20,17,Peromyscus,maniculatus,Rodent
1988,RF,F,17,13,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,18,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,13,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,12,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,12,Reithrodontomys,fulvescens,Rodent
1989,RF,M,19,15,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,14,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,17,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,15,Reithrodontomys,fulvescens,Rodent
1989,SF,F,27,82,Sigmodon,fulviventer,Rodent
1990,SF,M,25,35,Sigmodon,fulviventer,Rodent
1990,SF,M,28,44,Sigmodon,fulviventer,Rodent
1990,SF,F,27,75,Sigmodon,fulviventer,Rodent
1990,SF,M,28,48,Sigmodon,fulviventer,Rodent
1990,SF,F,26,81,Sigmodon,fulviventer,Rodent
1990,SF,M,26,48,Sigmodon,fulviventer,Rodent
1990,SF,M,25,36,Sigmodon,fulviventer,Rodent
1990,SF,M,28,52,Sigmodon,fulviventer,Rodent
1990,SF,M,30,58,Sigmodon,fulviventer,Rodent
2002,SF,M,27,92,Sigmodon,fulviventer,Rodent
1978,NL,M,32,228,Neotoma,albigula,Rodent
1978,NL,M,NA,225,Neotoma,albigula,Rodent
1978,NL,M,32,232,Neotoma,albigula,Rodent
1979,NL,F,30,126,Neotoma,albigula,Rodent
1980,NL,F,NA,110,Neotoma,albigula,Rodent
1980,NL,M,32,73,Neotoma,albigula,Rodent
1980,NL,F,30,75,Neotoma,albigula,Rodent
1980,NL,F,35,189,Neotoma,albigula,Rodent
1981,NL,M,NA,220,Neotoma,albigula,Rodent
1981,NL,F,32,56,Neotoma,albigula,Rodent
1981,NL,F,32,105,Neotoma,albigula,Rodent
1981,NL,M,32,123,Neotoma,albigula,Rodent
1981,NL,F,31,76,Neotoma,albigula,Rodent
1981,NL,F,35,212,Neotoma,albigula,Rodent
1982,NL,F,32,195,Neotoma,albigula,Rodent
1982,NL,M,32,100,Neotoma,albigula,Rodent
1982,NL,F,31,88,Neotoma,albigula,Rodent
1982,NL,M,33,164,Neotoma,albigula,Rodent
1982,NL,M,NA,182,Neotoma,albigula,Rodent
1982,NL,M,NA,181,Neotoma,albigula,Rodent
1983,NL,M,33,235,Neotoma,albigula,Rodent
1983,NL,F,32,162,Neotoma,albigula,Rodent
1983,NL,F,33,172,Neotoma,albigula,Rodent
1983,NL,M,36,248,Neotoma,albigula,Rodent
1983,NL,M,34,256,Neotoma,albigula,Rodent
1984,NL,M,26,58,Neotoma,albigula,Rodent
1984,NL,M,32,120,Neotoma,albigula,Rodent
1984,NL,M,32,130,Neotoma,albigula,Rodent
1984,NL,F,32,105,Neotoma,albigula,Rodent
1984,NL,M,29,109,Neotoma,albigula,Rodent
1984,NL,M,31,127,Neotoma,albigula,Rodent
1984,NL,M,30,135,Neotoma,albigula,Rodent
1985,NL,M,31,136,Neotoma,albigula,Rodent
1986,NL,M,32,167,Neotoma,albigula,Rodent
1986,NL,M,34,216,Neotoma,albigula,Rodent
1987,NL,F,32,115,Neotoma,albigula,Rodent
1987,NL,M,34,204,Neotoma,albigula,Rodent
1987,NL,F,33,128,Neotoma,albigula,Rodent
1987,NL,F,33,148,Neotoma,albigula,Rodent
1987,NL,M,30,72,Neotoma,albigula,Rodent
1987,NL,M,34,142,Neotoma,albigula,Rodent
1987,NL,M,36,176,Neotoma,albigula,Rodent
1987,NL,M,34,185,Neotoma,albigula,Rodent
1990,NL,F,34,110,Neotoma,albigula,Rodent
1990,NL,F,32,143,Neotoma,albigula,Rodent
1990,NL,F,33,139,Neotoma,albigula,Rodent
1990,NL,F,30,66,Neotoma,albigula,Rodent
1990,NL,F,NA,180,Neotoma,albigula,Rodent
1990,NL,F,33,160,Neotoma,albigula,Rodent
1991,NL,F,34,188,Neotoma,albigula,Rodent
1991,NL,F,33,190,Neotoma,albigula,Rodent
1991,NL,F,33,192,Neotoma,albigula,Rodent
1991,NL,F,31,76,Neotoma,albigula,Rodent
1991,NL,F,30,69,Neotoma,albigula,Rodent
2002,NL,F,32,154,Neotoma,albigula,Rodent
2002,NL,F,31,150,Neotoma,albigula,Rodent
1978,OL,M,20,37,Onychomys,leucogaster,Rodent
1978,OL,M,20,26,Onychomys,leucogaster,Rodent
1979,OL,M,21,31,Onychomys,leucogaster,Rodent
1979,OL,F,21,33,Onychomys,leucogaster,Rodent
1979,OL,M,21,34,Onychomys,leucogaster,Rodent
1979,OL,F,21,31,Onychomys,leucogaster,Rodent
1981,OL,M,NA,38,Onychomys,leucogaster,Rodent
1981,OL,M,21,21,Onychomys,leucogaster,Rodent
1981,OL,F,19,18,Onychomys,leucogaster,Rodent
1981,OL,F,19,19,Onychomys,leucogaster,Rodent
1981,OL,M,21,24,Onychomys,leucogaster,Rodent
1981,OL,F,22,24,Onychomys,leucogaster,Rodent
1982,OL,M,21,39,Onychomys,leucogaster,Rodent
1982,OL,M,22,42,Onychomys,leucogaster,Rodent
1982,OL,F,19,28,Onychomys,leucogaster,Rodent
1983,OL,M,22,41,Onychomys,leucogaster,Rodent
1983,OL,F,21,27,Onychomys,leucogaster,Rodent
1983,OL,M,22,36,Onychomys,leucogaster,Rodent
1983,OL,F,21,28,Onychomys,leucogaster,Rodent
1983,OL,M,21,41,Onychomys,leucogaster,Rodent
1983,OL,M,22,36,Onychomys,leucogaster,Rodent
1983,OL,F,19,33,Onychomys,leucogaster,Rodent
1983,OL,M,22,34,Onychomys,leucogaster,Rodent
1984,OL,M,20,45,Onychomys,leucogaster,Rodent
1985,OL,M,20,19,Onychomys,leucogaster,Rodent
1985,OL,M,20,31,Onychomys,leucogaster,Rodent
1985,OL,F,20,35,Onychomys,leucogaster,Rodent
1985,OL,F,21,35,Onychomys,leucogaster,Rodent
1985,OL,M,20,29,Onychomys,leucogaster,Rodent
1985,OL,F,22,28,Onychomys,leucogaster,Rodent
1986,OL,F,20,25,Onychomys,leucogaster,Rodent
1986,OL,M,21,26,Onychomys,leucogaster,Rodent
1987,OL,M,20,28,Onychomys,leucogaster,Rodent
1990,OL,F,18,42,Onychomys,leucogaster,Rodent
1990,OL,F,21,36,Onychomys,leucogaster,Rodent
1991,OL,F,15,30,Onychomys,leucogaster,Rodent
1991,OL,F,19,37,Onychomys,leucogaster,Rodent
1992,OL,F,20,23,Onychomys,leucogaster,Rodent
1992,OL,F,19,35,Onychomys,leucogaster,Rodent
1995,OL,M,18,22,Onychomys,leucogaster,Rodent
1981,PM,F,21,24,Peromyscus,maniculatus,Rodent
1982,PM,M,19,17,Peromyscus,maniculatus,Rodent
1982,PM,F,22,24,Peromyscus,maniculatus,Rodent
1982,PM,F,NA,16,Peromyscus,maniculatus,Rodent
1982,PM,M,20,23,Peromyscus,maniculatus,Rodent
1982,PM,M,20,18,Peromyscus,maniculatus,Rodent
1982,PM,M,21,28,Peromyscus,maniculatus,Rodent
1985,PM,F,20,21,Peromyscus,maniculatus,Rodent
1986,PM,M,20,18,Peromyscus,maniculatus,Rodent
1986,PM,F,21,24,Peromyscus,maniculatus,Rodent
1986,PM,F,20,21,Peromyscus,maniculatus,Rodent
1987,PM,M,19,16,Peromyscus,maniculatus,Rodent
1987,PM,M,19,24,Peromyscus,maniculatus,Rodent
1987,PM,M,21,18,Peromyscus,maniculatus,Rodent
1988,PM,F,21,26,Peromyscus,maniculatus,Rodent
1988,PM,F,18,25,Peromyscus,maniculatus,Rodent
1988,PM,F,20,21,Peromyscus,maniculatus,Rodent
1988,PM,M,21,21,Peromyscus,maniculatus,Rodent
1988,PM,M,18,17,Peromyscus,maniculatus,Rodent
1988,PM,M,20,23,Peromyscus,maniculatus,Rodent
1988,PM,F,20,25,Peromyscus,maniculatus,Rodent
1988,PM,M,19,18,Peromyscus,maniculatus,Rodent
1989,PM,M,20,19,Peromyscus,maniculatus,Rodent
1989,PM,M,20,19,Peromyscus,maniculatus,Rodent
1989,PM,M,18,10,Peromyscus,maniculatus,Rodent
1989,PM,M,19,10,Peromyscus,maniculatus,Rodent
1989,PM,M,20,13,Peromyscus,maniculatus,Rodent
1989,PM,M,20,22,Peromyscus,maniculatus,Rodent
1989,PM,F,22,18,Peromyscus,maniculatus,Rodent
1989,PM,M,21,20,Peromyscus,maniculatus,Rodent
1989,PM,F,21,22,Peromyscus,maniculatus,Rodent
1989,PM,F,21,20,Peromyscus,maniculatus,Rodent
1989,PM,F,21,18,Peromyscus,maniculatus,Rodent
1989,PM,F,20,23,Peromyscus,maniculatus,Rodent
1989,PM,F,NA,15,Peromyscus,maniculatus,Rodent
1989,PM,F,NA,23,Peromyscus,maniculatus,Rodent
1989,PM,F,20,25,Peromyscus,maniculatus,Rodent
1997,PM,M,21,22,Peromyscus,maniculatus,Rodent
1997,PM,F,20,24,Peromyscus,maniculatus,Rodent
1997,PM,F,20,32,Peromyscus,maniculatus,Rodent
1997,PM,F,18,22,Peromyscus,maniculatus,Rodent
1997,PM,F,20,25,Peromyscus,maniculatus,Rodent
1997,PM,F,20,28,Peromyscus,maniculatus,Rodent
1997,PM,M,21,21,Peromyscus,maniculatus,Rodent
1997,PM,F,19,28,Peromyscus,maniculatus,Rodent
1997,PM,F,20,27,Peromyscus,maniculatus,Rodent
1997,PM,M,22,29,Peromyscus,maniculatus,Rodent
1997,PM,M,23,30,Peromyscus,maniculatus,Rodent
1997,PM,F,20,22,Peromyscus,maniculatus,Rodent
1997,PM,M,22,27,Peromyscus,maniculatus,Rodent
1997,PM,M,20,21,Peromyscus,maniculatus,Rodent
1997,PM,F,20,17,Peromyscus,maniculatus,Rodent
1998,PM,F,26,28,Peromyscus,maniculatus,Rodent
1998,PM,F,20,17,Peromyscus,maniculatus,Rodent
1998,PM,M,20,18,Peromyscus,maniculatus,Rodent
1998,PM,M,18,20,Peromyscus,maniculatus,Rodent
1998,PM,M,20,20,Peromyscus,maniculatus,Rodent
1998,PM,M,20,19,Peromyscus,maniculatus,Rodent
1999,PM,F,20,20,Peromyscus,maniculatus,Rodent
1999,PM,F,20,21,Peromyscus,maniculatus,Rodent
1989,RF,M,17,11,Reithrodontomys,fulvescens,Rodent
1990,RF,F,18,12,Reithrodontomys,fulvescens,Rodent
1997,PH,M,23,22,Perognathus,hispidus,Rodent
1992,SF,M,22,35,Sigmodon,fulviventer,Rodent
1993,SF,M,22,24,Sigmodon,fulviventer,Rodent
1993,SF,M,25,47,Sigmodon,fulviventer,Rodent
1979,NL,F,33,122,Neotoma,albigula,Rodent
1980,NL,M,31,83,Neotoma,albigula,Rodent
1980,NL,M,31,143,Neotoma,albigula,Rodent
1980,NL,M,31,116,Neotoma,albigula,Rodent
1981,NL,F,32,172,Neotoma,albigula,Rodent
1981,NL,M,31,155,Neotoma,albigula,Rodent
1981,NL,F,32,160,Neotoma,albigula,Rodent
1981,NL,M,34,162,Neotoma,albigula,Rodent
1981,NL,F,33,157,Neotoma,albigula,Rodent
1981,NL,M,NA,186,Neotoma,albigula,Rodent
1981,NL,F,33,169,Neotoma,albigula,Rodent
1981,NL,M,33,180,Neotoma,albigula,Rodent
1982,NL,M,34,168,Neotoma,albigula,Rodent
1982,NL,M,34,198,Neotoma,albigula,Rodent
1982,NL,M,34,212,Neotoma,albigula,Rodent
1982,NL,F,NA,123,Neotoma,albigula,Rodent
1982,NL,F,32,189,Neotoma,albigula,Rodent
1983,NL,F,32,208,Neotoma,albigula,Rodent
1983,NL,M,33,185,Neotoma,albigula,Rodent
1983,NL,M,34,175,Neotoma,albigula,Rodent
1983,NL,M,32,171,Neotoma,albigula,Rodent
1983,NL,M,32,162,Neotoma,albigula,Rodent
1984,NL,F,30,118,Neotoma,albigula,Rodent
1984,NL,F,32,140,Neotoma,albigula,Rodent
1984,NL,F,32,131,Neotoma,albigula,Rodent
1986,NL,M,30,113,Neotoma,albigula,Rodent
1986,NL,F,31,94,Neotoma,albigula,Rodent
1987,NL,F,31,150,Neotoma,albigula,Rodent
1987,NL,F,32,162,Neotoma,albigula,Rodent
1987,NL,M,29,53,Neotoma,albigula,Rodent
1987,NL,F,32,168,Neotoma,albigula,Rodent
1988,NL,F,34,145,Neotoma,albigula,Rodent
1988,NL,F,32,167,Neotoma,albigula,Rodent
1988,NL,F,NA,190,Neotoma,albigula,Rodent
1988,NL,F,33,137,Neotoma,albigula,Rodent
1978,OL,M,20,33,Onychomys,leucogaster,Rodent
1978,OL,F,20,28,Onychomys,leucogaster,Rodent
1979,OL,M,21,35,Onychomys,leucogaster,Rodent
1979,OL,M,21,36,Onychomys,leucogaster,Rodent
1979,OL,M,20,27,Onychomys,leucogaster,Rodent
1979,OL,M,19,19,Onychomys,leucogaster,Rodent
1980,OL,M,20,29,Onychomys,leucogaster,Rodent
1980,OL,M,21,23,Onychomys,leucogaster,Rodent
1980,OL,F,21,32,Onychomys,leucogaster,Rodent
1980,OL,M,NA,33,Onychomys,leucogaster,Rodent
1981,OL,F,21,37,Onychomys,leucogaster,Rodent
1981,OL,F,NA,35,Onychomys,leucogaster,Rodent
1981,OL,F,NA,34,Onychomys,leucogaster,Rodent
1981,OL,F,22,28,Onychomys,leucogaster,Rodent
1982,OL,M,20,32,Onychomys,leucogaster,Rodent
1982,OL,M,19,38,Onychomys,leucogaster,Rodent
1982,OL,M,21,37,Onychomys,leucogaster,Rodent
1983,OL,M,21,36,Onychomys,leucogaster,Rodent
1983,OL,M,21,34,Onychomys,leucogaster,Rodent
1983,OL,F,19,31,Onychomys,leucogaster,Rodent
1984,OL,M,21,32,Onychomys,leucogaster,Rodent
1984,OL,M,19,19,Onychomys,leucogaster,Rodent
1984,OL,M,20,26,Onychomys,leucogaster,Rodent
1985,OL,M,19,33,Onychomys,leucogaster,Rodent
1985,OL,M,20,24,Onychomys,leucogaster,Rodent
1985,OL,M,22,25,Onychomys,leucogaster,Rodent
1985,OL,F,20,37,Onychomys,leucogaster,Rodent
1985,OL,M,20,33,Onychomys,leucogaster,Rodent
1986,OL,M,19,14,Onychomys,leucogaster,Rodent
1986,OL,F,20,28,Onychomys,leucogaster,Rodent
1987,OL,M,22,36,Onychomys,leucogaster,Rodent
1987,OL,F,19,29,Onychomys,leucogaster,Rodent
1987,OL,F,20,30,Onychomys,leucogaster,Rodent
1988,OL,F,20,30,Onychomys,leucogaster,Rodent
1988,OL,F,21,37,Onychomys,leucogaster,Rodent
1988,OL,M,22,38,Onychomys,leucogaster,Rodent
1988,OL,F,20,35,Onychomys,leucogaster,Rodent
1989,OL,F,21,30,Onychomys,leucogaster,Rodent
1989,OL,F,21,29,Onychomys,leucogaster,Rodent
1990,OL,M,21,37,Onychomys,leucogaster,Rodent
1990,OL,F,24,27,Onychomys,leucogaster,Rodent
1990,OL,M,21,30,Onychomys,leucogaster,Rodent
1990,OL,M,22,34,Onychomys,leucogaster,Rodent
1990,OL,M,21,30,Onychomys,leucogaster,Rodent
1990,OL,F,20,32,Onychomys,leucogaster,Rodent
1991,OL,M,24,32,Onychomys,leucogaster,Rodent
1991,OL,M,20,30,Onychomys,leucogaster,Rodent
1991,OL,M,20,12,Onychomys,leucogaster,Rodent
1992,OL,M,20,18,Onychomys,leucogaster,Rodent
1995,OL,M,21,27,Onychomys,leucogaster,Rodent
2002,OL,M,21,27,Onychomys,leucogaster,Rodent
2002,OL,M,21,27,Onychomys,leucogaster,Rodent
1983,PM,M,21,24,Peromyscus,maniculatus,Rodent
1983,PM,M,21,25,Peromyscus,maniculatus,Rodent
1983,PM,M,21,25,Peromyscus,maniculatus,Rodent
1984,PM,F,19,14,Peromyscus,maniculatus,Rodent
1985,PM,F,20,16,Peromyscus,maniculatus,Rodent
1986,PM,M,20,20,Peromyscus,maniculatus,Rodent
1988,PM,M,22,19,Peromyscus,maniculatus,Rodent
1996,PM,M,21,21,Peromyscus,maniculatus,Rodent
1996,PM,F,19,14,Peromyscus,maniculatus,Rodent
1996,PM,M,21,17,Peromyscus,maniculatus,Rodent
1996,PM,M,20,18,Peromyscus,maniculatus,Rodent
1996,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,F,21,16,Peromyscus,maniculatus,Rodent
1997,PM,M,21,22,Peromyscus,maniculatus,Rodent
1997,PM,M,20,15,Peromyscus,maniculatus,Rodent
1997,PM,F,21,30,Peromyscus,maniculatus,Rodent
1997,PM,M,21,20,Peromyscus,maniculatus,Rodent
1988,RF,M,17,14,Reithrodontomys,fulvescens,Rodent
1988,PH,M,26,33,Perognathus,hispidus,Rodent
1989,SF,F,27,46,Sigmodon,fulviventer,Rodent
1989,SF,F,26,47,Sigmodon,fulviventer,Rodent
1990,SF,M,21,47,Sigmodon,fulviventer,Rodent
1990,SF,M,21,54,Sigmodon,fulviventer,Rodent
2002,SF,F,27,82,Sigmodon,fulviventer,Rodent
1978,NL,F,33,174,Neotoma,albigula,Rodent
1978,NL,F,33,179,Neotoma,albigula,Rodent
1978,NL,F,31,181,Neotoma,albigula,Rodent
1978,NL,F,31,181,Neotoma,albigula,Rodent
1979,NL,M,27,40,Neotoma,albigula,Rodent
1979,NL,F,30,94,Neotoma,albigula,Rodent
1979,NL,F,30,116,Neotoma,albigula,Rodent
1979,NL,F,30,136,Neotoma,albigula,Rodent
1979,NL,F,31,152,Neotoma,albigula,Rodent
1979,NL,M,32,171,Neotoma,albigula,Rodent
1980,NL,M,NA,177,Neotoma,albigula,Rodent
1980,NL,M,NA,212,Neotoma,albigula,Rodent
1980,NL,M,32,207,Neotoma,albigula,Rodent
1980,NL,M,32,209,Neotoma,albigula,Rodent
1980,NL,M,32,207,Neotoma,albigula,Rodent
1980,NL,M,NA,205,Neotoma,albigula,Rodent
1980,NL,M,31,212,Neotoma,albigula,Rodent
1980,NL,M,33,191,Neotoma,albigula,Rodent
1981,NL,M,32,218,Neotoma,albigula,Rodent
1981,NL,M,36,223,Neotoma,albigula,Rodent
1981,NL,M,NA,192,Neotoma,albigula,Rodent
1981,NL,M,33,220,Neotoma,albigula,Rodent
1982,NL,F,32,164,Neotoma,albigula,Rodent
1982,NL,F,NA,95,Neotoma,albigula,Rodent
1982,NL,F,NA,99,Neotoma,albigula,Rodent
1982,NL,F,NA,120,Neotoma,albigula,Rodent
1982,NL,F,NA,184,Neotoma,albigula,Rodent
1982,NL,F,31,116,Neotoma,albigula,Rodent
1982,NL,M,32,146,Neotoma,albigula,Rodent
1982,NL,F,31,172,Neotoma,albigula,Rodent
1982,NL,F,33,184,Neotoma,albigula,Rodent
1982,NL,F,33,147,Neotoma,albigula,Rodent
1982,NL,F,32,143,Neotoma,albigula,Rodent
1983,NL,F,31,151,Neotoma,albigula,Rodent
1983,NL,M,30,30,Neotoma,albigula,Rodent
1983,NL,F,32,150,Neotoma,albigula,Rodent
1983,NL,F,31,118,Neotoma,albigula,Rodent
1983,NL,F,30,124,Neotoma,albigula,Rodent
1983,NL,F,32,157,Neotoma,albigula,Rodent
1983,NL,F,32,146,Neotoma,albigula,Rodent
1983,NL,F,34,168,Neotoma,albigula,Rodent
1983,NL,F,33,177,Neotoma,albigula,Rodent
1983,NL,F,32,172,Neotoma,albigula,Rodent
1984,NL,F,32,94,Neotoma,albigula,Rodent
1984,NL,F,33,116,Neotoma,albigula,Rodent
1984,NL,F,34,118,Neotoma,albigula,Rodent
1984,NL,M,33,143,Neotoma,albigula,Rodent
1984,NL,M,33,147,Neotoma,albigula,Rodent
1985,NL,F,29,111,Neotoma,albigula,Rodent
1985,NL,F,30,139,Neotoma,albigula,Rodent
1985,NL,M,32,131,Neotoma,albigula,Rodent
1985,NL,F,30,162,Neotoma,albigula,Rodent
1986,NL,F,27,68,Neotoma,albigula,Rodent
1986,NL,F,30,214,Neotoma,albigula,Rodent
1986,NL,F,31,196,Neotoma,albigula,Rodent
1986,NL,F,32,183,Neotoma,albigula,Rodent
1987,NL,F,31,220,Neotoma,albigula,Rodent
1987,NL,F,30,80,Neotoma,albigula,Rodent
1987,NL,F,30,105,Neotoma,albigula,Rodent
1987,NL,F,29,100,Neotoma,albigula,Rodent
1987,NL,M,33,107,Neotoma,albigula,Rodent
1987,NL,M,25,169,Neotoma,albigula,Rodent
1987,NL,F,33,190,Neotoma,albigula,Rodent
1987,NL,M,32,132,Neotoma,albigula,Rodent
1987,NL,F,33,135,Neotoma,albigula,Rodent
1988,NL,F,33,135,Neotoma,albigula,Rodent
1988,NL,F,34,166,Neotoma,albigula,Rodent
1988,NL,F,31,165,Neotoma,albigula,Rodent
1988,NL,M,34,126,Neotoma,albigula,Rodent
1988,NL,F,33,191,Neotoma,albigula,Rodent
1988,NL,F,33,173,Neotoma,albigula,Rodent
1988,NL,F,35,206,Neotoma,albigula,Rodent
1988,NL,M,33,118,Neotoma,albigula,Rodent
1988,NL,F,34,190,Neotoma,albigula,Rodent
1988,NL,F,34,168,Neotoma,albigula,Rodent
1988,NL,F,31,110,Neotoma,albigula,Rodent
1988,NL,F,32,110,Neotoma,albigula,Rodent
1988,NL,F,31,131,Neotoma,albigula,Rodent
1988,NL,F,34,172,Neotoma,albigula,Rodent
1989,NL,F,34,155,Neotoma,albigula,Rodent
1989,NL,F,33,155,Neotoma,albigula,Rodent
1989,NL,F,37,190,Neotoma,albigula,Rodent
1989,NL,F,35,177,Neotoma,albigula,Rodent
1989,NL,F,34,178,Neotoma,albigula,Rodent
1989,NL,M,NA,131,Neotoma,albigula,Rodent
1989,NL,M,32,88,Neotoma,albigula,Rodent
1989,NL,M,33,132,Neotoma,albigula,Rodent
1989,NL,M,32,92,Neotoma,albigula,Rodent
1989,NL,M,34,128,Neotoma,albigula,Rodent
1990,NL,F,30,86,Neotoma,albigula,Rodent
1990,NL,F,32,98,Neotoma,albigula,Rodent
1991,NL,M,33,171,Neotoma,albigula,Rodent
1991,NL,F,32,124,Neotoma,albigula,Rodent
1997,NL,M,31,94,Neotoma,albigula,Rodent
1997,NL,F,32,198,Neotoma,albigula,Rodent
1997,NL,F,30,180,Neotoma,albigula,Rodent
1997,NL,F,34,158,Neotoma,albigula,Rodent
1997,NL,F,34,162,Neotoma,albigula,Rodent
1998,NL,F,34,175,Neotoma,albigula,Rodent
1999,NL,F,33,189,Neotoma,albigula,Rodent
2000,NL,F,35,174,Neotoma,albigula,Rodent
2000,NL,F,35,160,Neotoma,albigula,Rodent
2000,NL,F,34,208,Neotoma,albigula,Rodent
2000,NL,F,33,170,Neotoma,albigula,Rodent
2000,NL,F,33,174,Neotoma,albigula,Rodent
2000,NL,F,33,184,Neotoma,albigula,Rodent
2000,NL,F,29,158,Neotoma,albigula,Rodent
2001,NL,M,30,109,Neotoma,albigula,Rodent
2001,NL,F,33,218,Neotoma,albigula,Rodent
2001,NL,M,31,115,Neotoma,albigula,Rodent
2001,NL,F,32,205,Neotoma,albigula,Rodent
2001,NL,F,33,200,Neotoma,albigula,Rodent
2001,NL,F,35,168,Neotoma,albigula,Rodent
2001,NL,F,28,191,Neotoma,albigula,Rodent
2001,NL,F,35,96,Neotoma,albigula,Rodent
2001,NL,F,33,186,Neotoma,albigula,Rodent
2002,NL,F,33,204,Neotoma,albigula,Rodent
2002,NL,F,32,170,Neotoma,albigula,Rodent
2002,NL,F,31,171,Neotoma,albigula,Rodent
2002,NL,F,31,164,Neotoma,albigula,Rodent
2002,NL,F,33,202,Neotoma,albigula,Rodent
2002,NL,F,32,190,Neotoma,albigula,Rodent
2002,NL,F,29,148,Neotoma,albigula,Rodent
1978,OL,M,20,17,Onychomys,leucogaster,Rodent
1980,OL,F,21,27,Onychomys,leucogaster,Rodent
1980,OL,F,NA,36,Onychomys,leucogaster,Rodent
1980,OL,F,NA,36,Onychomys,leucogaster,Rodent
1981,OL,M,19,37,Onychomys,leucogaster,Rodent
1981,OL,F,19,21,Onychomys,leucogaster,Rodent
1981,OL,M,21,26,Onychomys,leucogaster,Rodent
1982,OL,F,21,33,Onychomys,leucogaster,Rodent
1984,OL,F,20,28,Onychomys,leucogaster,Rodent
1985,OL,F,19,30,Onychomys,leucogaster,Rodent
1986,OL,F,20,29,Onychomys,leucogaster,Rodent
1987,OL,M,19,38,Onychomys,leucogaster,Rodent
1987,OL,F,22,24,Onychomys,leucogaster,Rodent
1987,OL,F,21,23,Onychomys,leucogaster,Rodent
1990,OL,F,21,30,Onychomys,leucogaster,Rodent
1981,PM,M,22,20,Peromyscus,maniculatus,Rodent
1986,PM,F,20,22,Peromyscus,maniculatus,Rodent
1988,PM,M,21,23,Peromyscus,maniculatus,Rodent
1988,PM,M,20,20,Peromyscus,maniculatus,Rodent
1995,PM,F,21,23,Peromyscus,maniculatus,Rodent
1997,PM,F,21,23,Peromyscus,maniculatus,Rodent
1997,PM,M,19,19,Peromyscus,maniculatus,Rodent
1997,PM,F,20,21,Peromyscus,maniculatus,Rodent
1997,PM,M,22,25,Peromyscus,maniculatus,Rodent
1997,PM,F,19,30,Peromyscus,maniculatus,Rodent
1997,PM,M,23,22,Peromyscus,maniculatus,Rodent
1997,PM,M,21,26,Peromyscus,maniculatus,Rodent
1997,PM,M,NA,22,Peromyscus,maniculatus,Rodent
1997,PM,M,20,26,Peromyscus,maniculatus,Rodent
1997,PM,M,21,23,Peromyscus,maniculatus,Rodent
1997,PM,F,19,21,Peromyscus,maniculatus,Rodent
1997,PM,M,22,24,Peromyscus,maniculatus,Rodent
1997,PM,M,22,23,Peromyscus,maniculatus,Rodent
1997,PM,F,20,21,Peromyscus,maniculatus,Rodent
1997,PM,M,20,20,Peromyscus,maniculatus,Rodent
1997,PM,F,20,19,Peromyscus,maniculatus,Rodent
1998,PM,F,20,21,Peromyscus,maniculatus,Rodent
1998,PM,F,20,27,Peromyscus,maniculatus,Rodent
1998,PM,M,21,22,Peromyscus,maniculatus,Rodent
1998,PM,M,20,23,Peromyscus,maniculatus,Rodent
1998,PM,M,20,9,Peromyscus,maniculatus,Rodent
1998,PM,M,20,17,Peromyscus,maniculatus,Rodent
1998,PM,F,20,24,Peromyscus,maniculatus,Rodent
1999,PM,F,32,25,Peromyscus,maniculatus,Rodent
1999,PM,F,20,25,Peromyscus,maniculatus,Rodent
1999,PM,F,20,27,Peromyscus,maniculatus,Rodent
1988,RF,F,17,13,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,16,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,10,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,16,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,10,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,14,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,13,Reithrodontomys,fulvescens,Rodent
1989,RF,F,17,11,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,13,Reithrodontomys,fulvescens,Rodent
1989,RF,F,NA,11,Reithrodontomys,fulvescens,Rodent
1978,NL,M,32,212,Neotoma,albigula,Rodent
1983,NL,F,30,88,Neotoma,albigula,Rodent
1983,NL,F,31,110,Neotoma,albigula,Rodent
1985,NL,M,31,113,Neotoma,albigula,Rodent
1987,NL,M,30,55,Neotoma,albigula,Rodent
1987,NL,F,NA,84,Neotoma,albigula,Rodent
1987,NL,F,29,110,Neotoma,albigula,Rodent
1987,NL,M,34,139,Neotoma,albigula,Rodent
1987,NL,M,30,146,Neotoma,albigula,Rodent
1987,NL,M,32,153,Neotoma,albigula,Rodent
